Ano,Função,Resultado Primário,Empenhado,Liquidado,Pago,,,
2003,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,159.437.729,159.437.729,156.884.250,,
2003,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,471.547.284,471.547.284,398.346.092,,
2003,25 - Energia,0 - Financeira,2.300.000.000,2.300.000.000,444.954.276,,,
2003,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,1.082.065.796,1.082.065.796,1.050.117.842,,
2003,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,524.428.861,523.427.060,434.538.782,,
2003,26 - Transporte,0 - Financeira,611.741.466,611.741.466,611.741.466,,,
2003,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,390.610.437,390.610.345,383.391.687,,
2003,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,2.045.748.103,2.045.745.100,871.946.276,,
2003,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,159.851.493,159.851.493,47.066.444,,
2003,28 - Encargos Especiais,0 - Financeira,543.127.831.134,543.127.831.134,530.515.362.587,,,
2003,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,68.844.766.743,68.836.777.868,66.115.261.360,,
2003,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,2.127.901.480,2.127.894.300,1.815.628.240,,
2004,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,2.757.347.414,2.757.347.414,2.680.879.208,,
2004,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,778.165.365,778.165.365,638.883.911,,
2004,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,8.390.738.107,8.390.738.107,8.292.368.355,,
2004,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,2.140.197.542,2.140.197.542,1.513.067.141,,
2004,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,1.821.375.039,1.821.375.039,1.799.534.506,,
2004,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,304.702.620,304.702.620,219.866.498,,
2004,04 - Administração,0 - Financeira,1.320.521.254,1.320.521.254,763.854.336,,,
2004,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,4.882.105.511,4.882.105.511,4.742.810.738,,
2004,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,2.733.912.466,2.733.909.810,2.488.251.136,,
2004,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,8.507.975.614,8.507.975.614,8.504.246.073,,
2004,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,5.065.334.511,5.065.334.511,3.807.088.291,,
2004,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,1.694.814.081,1.694.814.081,1.682.083.946,,
2004,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,1.073.041.665,1.073.041.665,774.944.032,,
2004,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,437.104.576,437.104.576,426.784.009,,
2004,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,874.662.617,874.662.617,820.793.118,,
2004,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,12.389.017.195,12.389.017.195,12.345.699.296,,
2004,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,1.474.337.755,1.474.277.807,1.252.507.758,,
2004,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,164.354.983.210,164.354.983.210,163.817.163.586,,
2004,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.154.456.260,1.154.456.260,962.330.250,,
2004,10 - Saúde,0 - Financeira,2.245.461,2.245.461,2.241.854,,,
2004,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,25.579.004.637,25.579.004.637,25.155.656.571,,
2004,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,7.391.635.792,7.391.635.792,4.942.274.085,,
2004,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,10.089.263.427,10.089.263.427,9.971.892.488,,
2004,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,617.476.599,617.476.599,514.187.614,,
2004,12 - Educação,0 - Financeira,660.453.924,660.453.924,553.527.711,,,
2004,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,9.279.482.678,9.279.482.678,9.053.577.713,,
2004,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,4.592.990.462,4.592.990.462,3.663.130.717,,
2004,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,94.047.977,94.047.977,91.410.822,,
2004,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,229.872.577,229.872.577,144.905.612,,
2004,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,143.753.952,143.753.952,139.499.464,,
2004,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,406.589.554,406.589.554,325.399.357,,
2004,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,201.633.149,201.633.149,196.548.771,,
2004,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,991.074.771,991.074.771,523.370.450,,
2004,16 - Habitação,1 - Primária obrigatória, considerada no cálculo do RP,288.192.456,288.192.456,127.668.287,,
2004,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,201.207.106,201.207.106,99.190.203,,
2004,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,76.549.869,76.549.869,11.268.334,,
2004,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,439.101.607,439.101.607,435.042.548,,
2004,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,754.348.877,754.341.476,489.109.577,,
2004,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,575.253.065,575.253.065,563.559.844,,
2004,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,2.031.830.414,2.031.827.674,1.719.852.278,,
2004,20 - Agricultura,0 - Financeira,3.778.893.733,3.778.893.733,3.767.423.230,,,
2004,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,2.848.781.374,2.848.736.176,2.623.342.097,,
2004,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,1.010.660.923,1.008.121.913,729.677.236,,
2004,21 - Organização Agrária,0 - Financeira,664.089.283,664.089.283,212.981.990,,,
2004,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,242.246.176,242.246.176,222.709.938,,
2004,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,1.711.291.401,1.711.291.401,1.343.277.981,,
2004,22 - Indústria,0 - Financeira,691.080.314,691.080.314,412.564.711,,,
2004,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,266.328.980,266.328.980,263.769.679,,
2004,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,591.109.816,591.109.814,494.414.763,,
2004,23 - Comércio e Serviços,0 - Financeira,894.850.983,894.850.983,754.850.983,,,
2004,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,825.830.173,825.830.173,462.456.449,,
2004,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,363.747.856,363.747.856,231.660.896,,
2004,24 - Comunicações,0 - Financeira,4.459.101,4.459.101,1.565.101,,,
2004,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,103.413.496,103.413.496,94.440.226,,
2004,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,388.571.952,388.571.952,297.416.799,,
2004,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,89.536.492,89.536.492,82.291.522,,
2004,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,306.515.441,306.515.441,278.343.638,,
2004,26 - Transporte,0 - Financeira,709.126.075,709.126.075,696.126.075,,,
2004,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,203.899.943,203.899.943,191.671.260,,
2004,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,2.738.522.200,2.738.522.200,1.570.956.712,,
2004,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,9.971.461,9.971.461,9.589.639,,
2004,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,261.447.675,261.447.675,138.024.013,,
2004,28 - Encargos Especiais,0 - Financeira,522.577.157.489,522.577.156.973,519.998.883.987,,,
2004,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,79.815.053.931,79.814.472.814,76.931.988.985,,
2004,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,283.620.092,283.620.092,194.898.341,,
2005,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,2.956.103.690,2.956.103.690,2.921.387.262,,
2005,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,850.677.243,850.677.243,693.250.895,,
2005,02 - Judiciária,0 - Financeira,2.321.943,2.321.943,1.599.974,,,
2005,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,8.376.725.798,8.376.725.798,8.346.896.705,,
2005,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,2.295.552.131,2.295.551.241,1.579.734.240,,
2005,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,1.924.233.369,1.924.233.369,1.924.040.855,,
2005,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,406.594.840,406.594.840,290.326.331,,
2005,04 - Administração,0 - Financeira,779.546.147,779.546.147,291.282.357,,,
2005,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,4.938.188.178,4.938.188.178,4.855.780.391,,
2005,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,3.142.095.789,3.142.095.789,2.764.714.416,,
2005,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,225.567.128,225.567.128,121.867.199,
2005,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,9.364.329.171,9.364.329.171,9.354.370.233,,
2005,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,6.058.078.249,6.058.069.587,4.802.035.390,,
2005,06 - Segurança Pública,0 - Financeira,45.135,45.135,0,,,
2005,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,1.787.926.233,1.787.926.233,1.748.326.741,,
2005,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,1.230.079.799,1.230.079.799,860.014.306,,
2005,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,442.044.707,442.044.707,412.364.222,,
2005,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.086.488.928,1.086.488.928,985.751.399,,
2005,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,13.656.971.972,13.656.971.972,13.588.171.070,,
2005,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,2.149.117.756,2.149.115.902,1.982.964.558,,
2005,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,187.321.190.766,187.321.190.766,186.326.534.068,,
2005,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.184.333.401,1.184.334.054,1.013.304.206,,
2005,10 - Saúde,0 - Financeira,4.006.816,4.006.816,3.992.929,,,
2005,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,29.260.439.919,29.260.439.919,28.893.239.103,,
2005,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,7.218.820.664,7.218.820.664,4.293.800.626,,
2005,11 - Trabalho,0 - Financeira,216.111,216.111,216.111,,,
2005,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,11.952.328.486,11.952.328.486,11.941.346.235,,
2005,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,764.369.416,764.369.416,646.910.568,,
2005,12 - Educação,0 - Financeira,767.112.643,767.112.643,550.016.652,,,
2005,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,10.125.096.135,10.125.096.135,9.719.360.467,,
2005,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,5.295.486.571,5.295.486.571,3.752.451.404,,
2005,13 - Cultura,0 - Financeira,414.666,414.666,347.435,,,
2005,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,97.633.902,97.633.902,97.161.930,,
2005,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,396.049.610,396.049.610,257.033.533,,
2005,14 - Direitos da Cidadania,0 - Financeira,42.398,42.398,0,,,
2005,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,125.479.568,125.479.568,120.051.490,,
2005,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,703.135.013,703.135.013,534.715.674,,
2005,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,223.641.110,223.641.110,214.623.623,,
2005,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,1.491.017.132,1.491.017.132,369.148.364,,
2005,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,396.763.204,396.763.204,18.401.549,
2005,16 - Habitação,1 - Primária obrigatória, considerada no cálculo do RP,442.767.422,442.767.422,141.926.605,,
2005,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,127.159.489,127.159.489,5.226.373,,
2005,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,88.265.176,88.265.176,28.090.340,,
2005,18 - Gestão Ambiental,0 - Financeira,49.832,49.832,49.832,,,
2005,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,435.769.515,435.769.911,433.575.116,,
2005,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,1.543.741.465,1.543.727.312,712.606.893,,
2005,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,12.457.412,12.457.412,13.484.816,
2005,19 - Ciência e Tecnologia,0 - Financeira,170,170,170,,,
2005,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,561.702.291,561.702.291,554.548.589,,
2005,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,2.697.590.570,2.697.590.098,2.121.443.756,,
2005,19 - Ciência e Tecnologia,3 - Primária discricionária, PAC, considerada no cálculo do RP,15.000.000,15.000.000,5.136.719,
2005,20 - Agricultura,0 - Financeira,3.346.448.460,3.346.448.460,3.306.745.237,,,
2005,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,3.809.094.593,3.809.026.805,3.419.730.623,,
2005,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,1.119.969.965,1.119.323.543,744.003.132,,
2005,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,52.851.468,52.851.468,9.396.376,
2005,21 - Organização Agrária,0 - Financeira,1.018.835.660,1.018.787.660,309.556.419,,,
2005,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,303.686.009,303.686.009,293.756.437,,
2005,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,2.260.721.780,2.260.721.780,1.946.902.278,,
2005,22 - Indústria,0 - Financeira,493.002.475,493.002.475,259.000.000,,,
2005,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,292.986.255,292.986.255,290.593.038,,
2005,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,706.171.691,706.166.755,610.853.643,,
