Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2000,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,57.373.861,57.373.861,7.200.000
2000,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,1.545.850,1.545.850,1.545.850
2000,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,107.616,107.616,106.704
2000,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,13.028.157,13.028.157,11.089.974
2000,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,3.104.627,3.104.627,2.145.650
2000,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,428.509,428.509,406.907
2000,12 - Educação,0 - Financeira,364 - Ensino Superior,967.882.368,967.882.368,296.444.303
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,78.825.742,78.825.742,78.325.285
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,129.630.619,129.630.619,129.630.619
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,134.348.890,134.348.890,134.190.424
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,59.910.885,59.910.885,59.756.567
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,361 - Ensino Fundamental,587.300.696,587.300.696,505.636.636
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,362 - Ensino Médio,42.266.217,42.266.217,41.154.265
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,350.959.052,350.959.052,343.836.896
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,4.005.011.469,4.005.011.469,3.964.504.197
2000,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,367 - Educação Especial,11.173.125,11.173.125,10.842.464
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,48.353.605,48.353.605,39.622.527
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,750.000,750.000,620.623
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,28.985.150,28.985.150,16.045.706
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,26.706.016,26.706.016,21.568.787
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,129 - Administração de Receitas,1.457.706,1.457.706,1.176.278
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,7.859.223,7.859.223,7.264.804
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,183 - Informação e Inteligência,5.977.309,5.977.309,5.859.353
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,6.576.134,6.576.134,6.547.241
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,244 - Assistência Comunitária,186.901,186.901,164.756
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,20.816.860,20.816.860,19.408.275
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,86.251.696,86.251.696,67.416.237
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,306 - Alimentação e Nutrição,901.694.668,901.694.668,901.620.338
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,361 - Ensino Fundamental,1.075.030.692,1.075.030.692,799.229.516
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,362 - Ensino Médio,203.974.351,203.974.351,182.218.253
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,222.585.543,222.585.543,132.864.601
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,1.492.565.079,1.492.565.079,1.093.860.083
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,41.459.146,41.459.146,41.282.396
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,34.104.325,34.104.325,34.083.967
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,32.017.853,32.017.853,30.908.082
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,530.760,530.760,515.554
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,353.238,353.238,303.511
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,399.709,399.709,399.709
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,10.354.135,10.354.135,7.778.056
2000,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,65.000,65.000,65.000
2000,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,64.215.026,64.215.026,63.902.838
2000,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,2.525.648,2.525.648,2.460.814
2000,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.779.418,1.779.418,1.771.377
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,18.429.847,18.429.847,16.847.655
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,544.752,544.752,529.116
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,2.138.310,2.138.310,1.910.498
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,1.664.385,1.664.385,1.449.091
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,680.145,680.145,663.559
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,849.593,849.593,777.153
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,4.551.114,4.551.114,4.157.255
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,575.976,575.976,549.731
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,10.096,10.096,3.096
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,32.399.338,32.399.338,22.596.271
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,107.377.134,107.377.134,75.068.556
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,100.000,100.000,99.253
2000,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,378.875,378.875,326.742
2000,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,162.064.846,162.064.846,158.206.418
2000,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,4.573.896,4.573.896,4.573.896
2000,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.945.943,1.945.943,1.925.943
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,25.448.456,25.448.456,21.595.620
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,2.353.383,2.353.383,2.112.492
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,1.499.834,1.499.834,1.468.982
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,90.135,90.135,89.708
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,5.421.582,5.421.582,4.993.388
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,654.067,654.067,123.782
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,181 - Policiamento,364.579,364.579,364.579
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,4.851.722,4.851.722,4.834.303
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,1.406.254,1.406.254,1.403.295
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,182.562,182.562,140.114
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,4.057,4.057,4.000
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,421 - Custódia e Reintegração Social,142.590.084,142.590.084,102.485.776
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,22.012.616,22.012.616,20.510.619
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,30.381.980,30.381.980,21.749.855
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,216.002,216.002,162.406
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,543 - Recuperação de Áreas Degradadas,56.683,56.683,55.272
2000,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,494.561,494.561,463.663
2000,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,189.834.929,189.834.929,37.102.887
2000,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,452 - Serviços Urbanos,426.650,426.650,426.650
2000,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,159.560,159.560,0
2000,16 - Habitação,0 - Financeira,846 - Outros Encargos Especiais,1.368.049.000,1.368.049.000,0
2000,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,482 - Habitação Urbana,238.845.222,238.845.222,16.163.474
2000,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,161.087.818,161.087.818,18.485.443
2000,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,153.724.991,153.724.991,153.724.991
2000,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,4.485.370,4.485.370,4.485.370
2000,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.201.481,1.201.481,1.201.481
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,570.000,570.000,70.000
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,39.650.766,39.650.766,38.811.516
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,6.281.433,6.281.433,5.922.452
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,4.405.373,4.405.373,3.227.609
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,1.074.307,1.074.307,920.879
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,355.698,355.698,349.698
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,182 - Defesa Civil,164.317,164.317,161.140
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,938.475,938.475,938.475
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,244 - Assistência Comunitária,932.493,932.493,909.092
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,6.368.478,6.368.478,6.300.906
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,1.377.665,1.377.665,1.377.665
2000,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,1.392.406,1.392.406,1.331.567
